No_,Description,Base Unit of Measure,Inventory Posting Group,Gen_ Prod_ Posting Group,Global Dimension 1 Code,Global Dimension 2 Code,Item Category Code
1GGT0338,Kebab Roll - Paneer Tikka,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1GGT0339,Egg Roll,PORTION,FINISHGOOD,FINISHGOOD,,,12107
1GGUP001,Mini Chicken Biryani Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP002,RCB with Thumsup 750 Ml FREE,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP003,RMB with Thumsup 750 Ml FREE,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1GGUP004,Royal Chicken Biryani with Royal chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1GGUP005,Veg Biryani With Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1GGUP006,Chicken Triple Delight With Kalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1GGUP007,Chicken Triple Delight With Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1GGUP008,Meal for One,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP009,Couples Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP010,Family Treat Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP011,Family Feast Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP046,Haleem Combo (Pack for 2),PORTION,FINISHGOOD,FINISHGOOD,,,10101
1GGUP051,Mini Chicken Biryani (Pack for 2),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP052,Mini Chicken Biryani with Half Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),PORTION,FINISHGOOD,FINISHGOOD,,,10103
1GGUP081,Egg Roll ( 2 no’s ),PORTION,FINISHGOOD,FINISHGOOD,,,10102
1GGUP082,Kebab Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP084,Egg & Chicken Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP085,Egg & Paneer Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GGUP086,Paneer & Chicken Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1GL00001,Watermelon Mojito,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1GL00002,Mint Mojito,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1GL00003,Paradise Aam Panna,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1GL00004,Green Apple Mojito,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1GL00005,Blue Ocean Mojito,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1GL00006,Spicy Chilli Guava,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1GLD0001,Garlic Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1GLD0011,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0012,Egg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1GLD0013,Veg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1GLD0014,Paneer Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1GLD0015,Chicken Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0017,Butter Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLD0018,Butter Roti,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLD0019,Garlic Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLD0020,Plain Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLD0021,Pudina Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLD0022,Tandoori Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1GLD0023,Lachha Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLD0024,Paradise Crispy Chicken (2Pcs),PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0025,Paradise Crispy Chicken (4Pcs),PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0026,Paradise Crispy Chicken (8Pcs),PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0027,Chicken Keema Bowl,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1GLD0028,Soya Keema Bowl,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1GLD0029,Paradise Loaded Chicken Fingers,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0030,Paradise Loaded Chicken Nuggets,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0031,Paradise Loaded French Fries,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLD0032,Paradise Loaded Crispers,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLDC001,Mutton Haleem +Fountain,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLDC002,Mutton Family Pack +3Fountain,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLDC003,Chicken & Mutton haleem+ 2 Fountain,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLDC004,Mutton Haleem+Double Ka Meetha + Fountain,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLT0001,Garlic Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1GLT0002,Chicken Hot N Sour Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1GLT0003,Veg Hot N Sour Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1GLT0004,Chicken Sweet Corn Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1GLT0005,Veg Sweet Corn Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1GLT0006,Veg Manchow Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1GLT0007,Cream Of Broccoli Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1GLT0008,Cream Of Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1GLT0009,Cream Of Tomato Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1GLT0010,Cream Of Mushroom Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1GLT0011,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0012,Egg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1GLT0013,Veg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1GLT0014,Paneer Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1GLT0015,Chicken Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0016,Crispy Chicken – 1 Pc,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0017,Butter Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLT0018,Butter Roti,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLT0019,Garlic Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLT0020,Plain Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLT0021,Pudina Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLT0022,Tandoori Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1GLT0023,Lachha Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1GLT0024,Paradise Crispy Chicken (2Pcs),PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0025,Paradise Crispy Chicken (4Pcs),PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0026,Paradise Crispy Chicken (8Pcs),PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0027,Chicken Keema Bowl,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1GLT0028,Soya Keema Bowl,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1GLT0029,Paradise Loaded Chicken Fingers,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0030,Paradise Loaded Chicken Nuggets,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0031,Paradise Loaded French Fries,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLT0032,Paradise Loaded Crispers,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1GLUP001,Mutton Haleem +Coke 250ml,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLUP002,Mutton Family Pack +Coke 750ml,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLUP003,Chicken & Mutton haleem+ 2Coke(250ml),PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLUP004,Mutton Haleem+Coke 250ml+Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1GLUP005,Mutton Haleem+Coke (250 ML)+Gulan Jamun(2pcs),PORTION,FINISHGOOD,FINISHGOOD,,,31100
1HB00189,Falooda,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1HB00190,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1HB00191,Plain Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1HB00192,Extra (Double) Masala ,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1HB00193,Extra Biryani Rice ,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HB00194,Extra Biryani Rice,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HB00196,Masala Thumbs Up,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1HB00197,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1HB00198,Kala Khatta,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1HB00199,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1HB00200,Salted Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1HB00201,Sweet Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1HB00202,Extra Mandi Rice,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HB00203,Extra Biryani Rice,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HBCD001,Nizami Chicken Biryani+Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD002,Nizami Chicken Biryani + Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD003,Nizami Chicken Biryani + Veg Biryani,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD004,Nizami Chicken Biryani + Egg Biryani,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD005,Nizami Mutton Biryani + Nizami Mutton Biryani,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD006,Nizami Mutton Biryani + Veg Biryani,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD007,Nizami Mutton Biryani + Egg Biryani,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD008,Veg Biryani + Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1HBCD009,Veg Biryani + Egg Biryani,,FINISHGOOD,FINISHGOOD,,,10103
1HBCD010,Egg Biryani + Egg Biryani,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD011,Nizami Chk Biryani with Chk Tikka Kebab,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD012,Nizami Chk Biryani with Chk Garlic Kebab,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD013,Nizami Chk Biryani with Chk Reshmi Kebab,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD014,Nizami Mutton Biryani with Chk Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1HBCD015,Nizami Mutton Biryani with Chk Garlic Kebab,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD016,Nizami Mutton Biryani with Chk Reshmi Kebab,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD017,Veg Biryani with Paneer Tikka Kebab,,FINISHGOOD,FINISHGOOD,,,10103
1HBCD018,Egg Biryani with Paneer Tikka Kebab,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD019,Free Gulab Jamun with Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD020,Free Gulab Jamun with Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1HBCD021,Tandoori Chicken Masala with 2 Rumali Roti,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD022,Butter Chicken Boneless with 2 Rumali Roti,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD023,Paneer Butter Masala With 2 Rumali Roti,,FINISHGOOD,FINISHGOOD,,,10103
1HBCD024,Kadai Paneer With 2 Rumali Roti,,FINISHGOOD,FINISHGOOD,,,10103
1HBCD025,2 Soya Kheema Biryani with Thumbs up @ 20,,FINISHGOOD,FINISHGOOD,,,10103
1HBCD026,2 Chicken Kheema Biryani With Thumbs up @ 20,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD027,2 Mutton Kheema Biryani with Thumbs up @ 20,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD028,Chicken Triple Delight (Serves 2-3),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD029,Buy2 NizamiMutton Biryani Get1ChickenKalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1HBCD030,Kebab Rumali Combo,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD031,Half  Kalami Kebab Rumali Combo,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD032,Nizami Chk Biryani with Chk Tikka Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD033,Nizami Chk Biryani with Chk Garlic Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD034,Nizami Chk Biryani with Chk Reshmi Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD035,Royal Chicken Bir+with Coke Can,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD036,Royal Chicken Bir+COKE+DBL Kha Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD037,CHKN Reshmi Kebab+COKE+DBl Kha Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD038,R Chkn Bir+Chk Kalmi kebab+Coke,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD039,Chicken Triple Delight(Chicken Tikka),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD040,Chicken Triple Delight(Chicken Reshmi),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD041,Chicken Triple Delight(Chettinadu Murg)),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD042,Kheema Masala Rumali Combo,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD043,RCB with Coke Can Free,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD044,RMB with Coke Can Free,,FINISHGOOD,FINISHGOOD,,,10101
1HBCD045,Nizami Chicken Biryani with Chicken Kalmi Kebab,,FINISHGOOD,FINISHGOOD,,,10100
1HBCD046,Nizami Chicken Biryani With Free Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCD047,Nizami Chicken Biryani With Free Double Ka Meetha ,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCDN032,Nizami Chk Biryani with Chk Tikka Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCDN033,Nizami Chk Biryani with Chk Garlic Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCDN034,Nizami Chk Biryani with Chk Reshmi Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCDNP001,Nizami Chicken Biryani+Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCDNP011,Nizami Chk Biryani with Chk Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCT001,NCB with 50% of Morrcan Kebab & Coke Can Free-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCT002,Supreme Chkn Bir+Tandoori Chkn Full @ 50% Off,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCT003,Chkn Family Pack+Tandoori Chkn Full @ 50% Off,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBCTN002,Supreme Chkn Bir+Tandoori Chkn Full @ 50% Off,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1HBD0002,Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HBD0003,Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HBD0004,Supreme Chicken Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1HBD0007,Special Non-veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11104
1HBD0008,Egg  Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11102
1HBD0009,Single Egg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11102
1HBD0011,Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1HBD0012,Royal Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1HBD0014,Supreme Mutton Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1HBD0015,Aloo Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1HBD0016,Single Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1HBD0018,Veg  Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1HBD0021,Biryani Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0022,Cucumber Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0023,Cucumber Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0025,Fruit Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0026,Green Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0027,Mirchi Ka Salan,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0028,Mixed Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0030,Onion Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0031,Papad Fried,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0032,Papad Masala,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0033,Papad Roasted,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0034,Pineapple Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0035,Plain Curd,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1HBD0036,Chicken 65,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0037,Chicken Drumsticks,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0038,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0039,Chicken Hakka Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0040,Chicken Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0041,Chicken Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0042,Chicken Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0043,Chilli Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0044,Pepper Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0045,Schezwan Chicken Fried Rice ,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1HBD0046,Egg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1HBD0047,Egg Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1HBD0048,Egg Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1HBD0050,Apollo Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1HBD0051,Chilli Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1HBD0052,Chilli Prawns,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1HBD0054,Fried Prawns,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1HBD0060,Babycorn Hot `N ` Pepper,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0061,Babycorn Manchuria,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0062,Chilli Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0063,Crispy Corn Chilli Pepper,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0064,Gobi 65,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0065,Gobi Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0066,Paneer 65,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0068,Vegetable Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0069,Vegetable Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0070,Vegetables Hakka Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0071,Vegetables Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0072,Vegetables Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1HBD0081,Butter Chicken Boneless,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0082,Chicken Chilli Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0083,Chicken Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0084,Chicken Kandhari,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0085,Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0086,Chicken Nawabi,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0087,Chicken Tikka Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0088,Kadai Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0089,Murg Masalam,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0090,Paradise Special Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0091,Tandoori Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1HBD0092,Boiled Egg,PCS,FINISHGOOD,FINISHGOOD,,,20103
1HBD0093,Egg Curry (MH),PORTION,FINISHGOOD,FINISHGOOD,,,13102
1HBD0094,Egg Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13102
1HBD0095,Omlette,PORTION,FINISHGOOD,FINISHGOOD,,,13102
1HBD0096,Bhaji Gurda (MH),PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0097,Keema Chilly (MH),PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0098,Kheema Masala – Mh,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0099,Mutton Chilly (MH),PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0100,Mutton Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0101,Mutton Rogan Josh,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0102,Paradise Special Mutton,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1HBD0104,Fish Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13105
1HBD0105,Prawns Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13105
1HBD0106,Aloo Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0107,Dal Fry,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0108,Dal Makhani,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0109,Kadai Gosht,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0110,Kadai Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0111,Kadai Vegetable,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0112,Malai Kofta,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0113,Methi Chaman,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0115,Nizami Handi,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0116,Palak Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0117,Paneer Butter Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0119,Vegetable - Do- Pyaza,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1HBD0120,Aachari Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0122,Chettinadu Murgh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0123,Chicken Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0125,Chicken Kalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0127,Chicken Kebab Platter,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0128,Chicken Reshmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0131,Chicken Seekh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0132,Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0133,Chicken Tikka Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0134,Lal Mirchi Murgh Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0135,Morraccan Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0137,Tandoori Chicken ( Full),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0138,Tandoori Chicken ( Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1HBD0139,Mutton Seekh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12101
1HBD0141,Fish Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12105
1HBD0143,Hariyali Veg Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1HBD0145,Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1HBD0146,Chicken Manchow Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1HBD0147,Hot - N -Sour Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1HBD0148,Sweet Corn Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1HBD0149,Cream Of Tomato Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1HBD0150,Hot - N -Sour Vegetable Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1HBD0151,Sweet Corn Vegetable Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1HBD0152,Vegetable Manchow Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1HBD0155,Aloo Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1HBD0156,Butter Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1HBD0157,Butter Roti,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1HBD0158,Garlic Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1HBD0160,Plain Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1HBD0162,Pudina Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1HBD0163,Rumali Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1HBD0164,Tandoori Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1HBD0165,Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
